"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/24/2020","Amazon","AMZN MKTP US*2T1H31QV0 AMZN.COM/BILLWA46C0MO1C5RP","30.72","debit","Shopping","Discover","",""
"10/24/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA73098337EGKO","25.00","debit","Coffee Shops","Discover","",""
"10/23/2020","Shell","SHELL 57543580401 LANHAM MD","64.98","debit","Gas & Fuel","Discover","",""
"10/23/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Online Savings Account","",""
"10/22/2020","Olive Garden","OLIVE GARDEN 0021880 EASTON MD","62.58","debit","Restaurants","Discover","",""
"10/22/2020","Dunkin Donuts","DUNKIN #303446 Q35 410-820-8300 MD","18.30","debit","Coffee Shops","Discover","",""
"10/22/2020","Amazon","AMZN MKTP US*2T4R87VQ2 AMZN.COM/BILLWA2I0IKWTNGHV","43.42","debit","Shopping","Discover","",""
"10/22/2020","Bank of America FndTrnsfr 201020","Bank of America FndTrnsfr 201020","196.00","credit","Transfer","Investor Checking","",""
"10/21/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA74473833MGAR","25.00","debit","Coffee Shops","Discover","",""
"10/21/2020","External Deposit WALESIA LYNN RO - P2P","External Deposit WALESIA LYNN RO - P2P","600.00","credit","Income","Choice Checking","",""
"10/20/2020","Electronic Withdrawal","Electronic Withdrawal","600.00","debit","Transfer","Investor Checking","",""
"10/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"10/18/2020","Giant","GIANT 0121 CROFTON MD01879R","26.47","debit","Groceries","Discover","",""
"10/18/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA744729904GAR","25.00","debit","Coffee Shops","Discover","",""
"10/17/2020","Shell","SHELL 23652952508 BOWIE MD","42.78","debit","Gas & Fuel","Discover","",""
"10/16/2020","Giant","GIANT 0326 LANHAM MD01666R","130.02","debit","Groceries","Discover","",""
"10/16/2020","POSTMATES C93E5 SILVES 8778877815 CA","POSTMATES C93E5 SILVES 8778877815 CA","36.14","debit","Restaurants","Discover","",""
"10/16/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1079.53","credit","Credit Card Payment","Discover","",""
"10/16/2020","Venmo","VENMO PAYMENT","120.00","debit","Transfer","Investor Checking","",""
"10/16/2020","Bank of America FndTrnsfr 201014","Bank of America FndTrnsfr 201014","196.00","credit","Transfer","Investor Checking","",""
"10/16/2020","Venmo","VENMO PAYMENT","470.00","debit","Transfer","Investor Checking","",""
"10/16/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","52.00","credit","Income","Choice Checking","",""
"10/14/2020","Giant","GIANT 0326 LANHAM MD01488R","18.16","debit","Groceries","Discover","",""
"10/14/2020","Maryland Urgent Care Inc.","MARYLAND URGENT CARE 3012773555 MD","25.00","debit","Doctor","Discover","",""
"10/14/2020","Giant","GIANT 0326 LANHAM MD01434R","33.74","debit","Groceries","Discover","",""
"10/13/2020","Steam Games","STEAMPOWERED.COM 425-952-2985 WA","39.99","debit","Entertainment","Discover","",""
"10/13/2020","Venmo","External Withdrawal VENMO - PAYMENT","23.01","debit","Transfer","Choice Checking","",""
"10/13/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","14.00","credit","Income","Choice Checking","",""
"10/12/2020","Giant","GIANT 0121 CROFTON MD01239R","43.04","debit","Groceries","Discover","",""
"10/12/2020","High's","HIGHS 92 GAMBRILLS MD","11.89","debit","Gas & Fuel","Discover","",""
"10/12/2020","TST* ISLAND FIN POKE - 813-391-5158 MDUS","Point Of Sale Withdrawal TST* ISLAND FIN POKE - 813-391-5158 MDUS","33.92","debit","Restaurants","Choice Checking","",""
"10/12/2020","Larriland Farm Inc","Point Of Sale Withdrawal LARRILAND FARM INC WOODBINE MDUS","17.99","debit","Groceries","Choice Checking","",""
"10/10/2020","Whole Foods","WHOLEFDS ASI 10228 ANNAPOLIS MD","29.95","debit","Groceries","Discover","",""
"10/10/2020","Amazon","AMZN MKTP US*MK6199KA1 AMZN.COM/BILLWA1QIN5RWNCO5","69.31","debit","Shopping","Discover","",""
"10/10/2020","MISSION BBQ ANNAPOLIS, M ANNAPOLIS MD","MISSION BBQ ANNAPOLIS, M ANNAPOLIS MD","41.50","debit","Restaurants","Discover","",""
"10/09/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","10.58","debit","Pharmacy","Discover","",""
"10/09/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1800.00","credit","Credit Card Payment","Discover","",""
"10/09/2020","Freyja Piercing","SQ *FREYJA PIERCINGambrills, MD #0000001","438.83","debit","Hotel","Investor Checking","",""
"10/08/2020","Giant","GIANT 0121 CROFTON MD00827R","54.63","debit","Groceries","Discover","",""
"10/08/2020","Amazon","AMZN MKTP US*MK79V1DH1 AMZN.COM/BILLWA4HXP2TRQN1Y","84.77","debit","Shopping","Discover","",""
"10/08/2020","Venmo","External Withdrawal VENMO - PAYMENT","15.59","debit","Transfer","Choice Checking","",""
"10/08/2020","OMNI MEDICAL CENTER UPR MARLBORO MDUS","Point Of Sale Withdrawal OMNI MEDICAL CENTER UPR MARLBORO MDUS","25.00","debit","Doctor","Choice Checking","",""
"10/07/2020","Amazon","AMZN MKTP US*MK4MR1XO2 AMZN.COM/BILLWA502XO84VWUO","73.11","debit","Shopping","Discover","",""
"10/07/2020","Giant","GIANT 0326 LANHAM MD00739R","169.92","debit","Groceries","Discover","",""
"10/07/2020","Amazon","AMZN MKTP US*MK1ZN88J1 AMZN.COM/BILLWA6GBE0M4915K","27.51","debit","Shopping","Discover","",""
"10/07/2020","Bank of America FndTrnsfr 201006","Bank of America FndTrnsfr 201006","196.00","credit","Transfer","Investor Checking","",""
"10/06/2020","UNIV OF MD PYMNT 9541210417 - UMD PYMNT","External Withdrawal UNIV OF MD PYMNT 9541210417 - UMD PYMNT","437.19","debit","Auto Payment","Choice Checking","",""
"10/05/2020","High's","HIGHS 92 GAMBRILLS MD","62.51","debit","Gas & Fuel","Discover","",""
"10/05/2020","RUDE BBQ GOSQ.COM MD0001152921509548846952","SQ *RUDE BBQ GOSQ.COM MD0001152921509548846952","60.46","debit","Restaurants","Discover","",""
"10/05/2020","Dunkin Donuts","DUNKIN #303446 Q35 410-820-8300 MD","18.40","debit","Coffee Shops","Discover","",""
"10/05/2020","Chipotle","CHIPOTLE ONLINE 180-024-4768 CA","23.20","debit","Fast Food","Discover","",""
"10/05/2020","Spotify","SPOTIFY P119A7EAB3 8777781161 NY","14.99","debit","Music","Discover","",""
"10/05/2020","AKIRA RAMEN COLUMBIA COLUMBIA MDUS","Point Of Sale Withdrawal AKIRA RAMEN COLUMBIA COLUMBIA MDUS","65.06","debit","Restaurants","Choice Checking","",""
"10/05/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","27.50","credit","Income","Choice Checking","",""
"10/05/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","34.45","debit","Transfer","Choice Checking","",""
"10/05/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"10/04/2020","Giant","GIANT 0121 CROFTON MD00422R","17.48","debit","Groceries","Discover","",""
"10/04/2020","Starbucks","STARBUCKS 800-782-7282 WA74231502VFOZ9SDJ","25.00","debit","Coffee Shops","Discover","",""
"10/04/2020","Chick-Fil-A","DOORDASH*CHICK-FIL-A 6506819470 CA","38.89","debit","Restaurants","Discover","",""
"10/04/2020","AMC","0349 AMC COLUMBIA MALL COLUMBIA MD","19.70","debit","Movies & DVDs","Discover","",""
"10/04/2020","Target","TARGET COLUMBIA MD","31.29","debit","Shopping","Discover","",""
"10/04/2020","CASH APP*MARQUITA D 8774174551 CAUS","Point Of Sale Withdrawal CASH APP*MARQUITA D 8774174551 CAUS","8.00","debit","Groceries","Choice Checking","",""
"10/04/2020","PAYMENT - THANK YOU","PAYMENT - THANK YOU","135.00","credit","Credit Card Payment","SECU Student Visa","",""
"10/03/2020","Starbucks","STARBUCKS 800-782-7282 WA70095589MFOZ7679","25.00","debit","Coffee Shops","Discover","",""
"10/03/2020","Withdrawal Robinson payment from 8022302263 CK","Withdrawal Robinson Pmt from 8022302263 CK","135.00","debit","Transfer","Choice Checking","",""
"10/03/2020","AMC","Point Of Sale Withdrawal 9640 AMC ONLINE 888-440-4262 KSUS","33.08","debit","Movies & DVDs","Choice Checking","",""
"10/02/2020","ICHIBAN SUSHI ASIAN BISBOWIE MDUS","Point Of Sale Withdrawal ICHIBAN SUSHI ASIAN BISBOWIE MDUS","52.77","debit","Restaurants","Choice Checking","",""
"10/01/2020","Shell","SHELL 57545967903 BOWIE MD","26.20","debit","Gas & Fuel","Discover","",""
"10/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930275333682","125.55","debit","Auto Insurance","Discover","",""
"10/01/2020","Amazon","AMZN MKTP US*MK5MV54Y2 AMZN.COM/BILLWA69VY5L39MGI","29.66","debit","Shopping","Discover","",""
"10/01/2020","Amazon","AMZN MKTP US*M44I30WZ0 AMZN.COM/BILLWA691YPJ1J6OW","153.69","debit","Shopping","Discover","",""
"10/01/2020","DAVE ATTELL & BIG J... 8886515848 CA","DAVE ATTELL & BIG J... 8886515848 CA","104.88","debit","Restaurants","Discover","",""
"10/01/2020","Starbucks","STARBUCKS 800-782-7282 WA73596297HFNRW4K8","25.00","debit","Coffee Shops","Discover","",""
"9/30/2020","Giant","GIANT 0121 CROFTON MD03086R","76.96","debit","Groceries","Discover","",""
"9/30/2020","Starbucks","STARBUCKS 800-782-7282 WA711922408FHU2JIP","25.00","debit","Coffee Shops","Discover","",""
"9/30/2020","Credit Interest","Credit Interest","0.08","credit","Interest Income","Choice Checking","",""
"9/30/2020","Interest Paid","Interest Paid","0.22","credit","Interest Income","Investor Checking","",""
"9/30/2020","Bank of America FndTrnsfr 200929","Bank of America FndTrnsfr 200929","196.00","credit","Transfer","Investor Checking","",""
"9/29/2020","PRIME VIDEO*M43IS1SD0 888-802-3080 WA1ITY83AQ49I","PRIME VIDEO*M43IS1SD0 888-802-3080 WA1ITY83AQ49I","1.99","debit","Restaurants","Discover","",""
"9/29/2020","PRIME VIDEO*M46OS3S80 888-802-3080 WA33M8D9DH8TP","PRIME VIDEO*M46OS3S80 888-802-3080 WA33M8D9DH8TP","0.99","debit","Restaurants","Discover","",""
"9/29/2020","ROBERT J PI EBA 402-935-7733 CA","PAYPAL *ROBERT J PI EBA 402-935-7733 CA","44.10","debit","Shopping","Discover","",""
"9/29/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","44.49","debit","Transfer","Choice Checking","",""
"9/28/2020","Venmo","External Withdrawal VENMO - PAYMENT","2.00","debit","Transfer","Choice Checking","",""
"9/28/2020","Venmo","External Withdrawal VENMO - PAYMENT","32.00","debit","Transfer","Choice Checking","",""
"9/28/2020","Venmo","External Withdrawal VENMO - PAYMENT","8.00","debit","Transfer","Choice Checking","",""
"9/27/2020","Amazon","AMZN MKTP US*M48K40K12 AMZN.COM/BILLWA1EP0ND1U44F","37.20","debit","Shopping","Discover","",""
"9/27/2020","Amazon","AMZN MKTP US*M45FD8772 AMZN.COM/BILLWA5AEYYTI4CC8","191.32","debit","Shopping","Discover","",""
"9/27/2020","Amazon","AMAZON.COM*M462N2Q00 AMZN.COM/BILLWA6CYTES3TK5Q","21.00","debit","Shopping","Discover","",""
"9/26/2020","Walgreens","WALGREENS #11500 BOWIE MD","7.41","debit","Pharmacy","Discover","",""
"9/26/2020","Betabrand Ca","PAYPAL *BETABRAND 4029357733 CA","101.76","credit","Credit Card Payment","Discover","",""
"9/26/2020","Amazon","AMZN MKTP US*M469A2HI0 AMZN.COM/BILLWA4STGS6L332H","47.70","debit","Shopping","Discover","",""
"9/25/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","6.88","debit","Pharmacy","Discover","",""
"9/25/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","52.45","debit","Pharmacy","Discover","",""
"9/25/2020","Bank of America FndTrnsfr 200924","Bank of America FndTrnsfr 200924","196.00","credit","Transfer","Investor Checking","",""
"9/24/2020","Your Body Needs L L C","YOUR BODY NEEDS ANNAPOLIS MD","135.00","debit","Service & Parts","SECU Student Visa","",""
"9/24/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","135.00","credit","Income","Choice Checking","",""
"9/24/2020","Venmo","External Withdrawal VENMO - PAYMENT","30.00","debit","Transfer","Choice Checking","",""
"9/23/2020","Giant","GIANT 0326 LANHAM MD02326R","119.05","debit","Groceries","Discover","",""
"9/23/2020","Giant","GIANT 0326 LANHAM MD02333R","14.78","debit","Groceries","Discover","",""
"9/23/2020","Interest Paid","Interest Paid","0.03","credit","Interest Income","Online Savings Account","",""
"9/23/2020","Venmo","External Withdrawal VENMO - PAYMENT","26.19","debit","Transfer","Choice Checking","",""
"9/23/2020","Venmo","External Withdrawal VENMO - PAYMENT","19.83","debit","Transfer","Choice Checking","",""
"9/23/2020","Venmo","External Withdrawal VENMO - PAYMENT","20.89","debit","Transfer","Choice Checking","",""
"9/22/2020","Amazon","AMZN MKTP US*M444T2T60 AMZN.COM/BILLWA24MP2PIXMTT","8.47","debit","Shopping","Discover","",""
"9/22/2020","Amazon","AMAZON.COM*M49K73QU1 AMZN.COM/BILLWABNDAG4WN63E","19.48","debit","Shopping","Discover","",""
"9/22/2020","NelnetpayplnUMCP 9541210417 - ServiceFee","External Withdrawal NelnetpayplnUMCP 9541210417 - ServiceFee","45.00","debit","Tuition","Choice Checking","",""
"9/22/2020","UNIV OF MD PYMNT 9541210417 - UMD PYMNT","External Withdrawal UNIV OF MD PYMNT 9541210417 - UMD PYMNT","437.12","debit","Tuition","Choice Checking","",""
"9/22/2020","Venmo Cashout","VENMO CASHOUT","6.00","credit","Income","Investor Checking","",""
"9/21/2020","Amazon","AMZN MKTP US*M41AY1VA2 AMZN.COM/BILLWA9N0XW2HZK1K","14.99","debit","Shopping","Discover","",""
"9/21/2020","Giant","GIANT 0326 LANHAM MD02165R","63.44","debit","Groceries","Discover","",""
"9/21/2020","Amazon","AMAZON.COM*M49V428I1 AMZN.COM/BILLWA6UE39JQ04EX","55.31","debit","Shopping","Discover","",""
"9/21/2020","Nordstrom","Point Of Sale Withdrawal NORDSTROM DIRECT #0808 800-285-5800 IAUS","57.24","debit","Clothing","Choice Checking","",""
"9/21/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.78","debit","Transfer","Choice Checking","",""
"9/21/2020","Venmo","External Withdrawal VENMO - PAYMENT","190.00","debit","Transfer","Choice Checking","",""
"9/20/2020","Wegman's","WEGMANS CROFTON #60 GAMBRILLS MD","5.99","debit","Groceries","Discover","",""
"9/20/2020","TJ Maxx","TJMAXX #0642 BOWIE MD","7.41","debit","Clothing","Discover","",""
"9/20/2020","BREAD SPLITPAY 844-992-7323 NY","BREAD SPLITPAY 844-992-7323 NY","112.38","debit","Furnishings","Discover","",""
"9/20/2020","Giant","GIANT 0121 CROFTON MD02087R","68.35","debit","Groceries","Discover","",""
"9/20/2020","LEVELUPTROPICALSMOOTH 855-538-3542 MA","LEVELUPTROPICALSMOOTH 855-538-3542 MA","25.59","debit","Fast Food","Discover","",""
"9/19/2020","Shell","SHELL 23652952508 BOWIE MD","25.00","debit","Gas & Fuel","Discover","",""
"9/19/2020","Saigon Noodle House","SAIGON NOODLE HOUSE CROFTON MD","21.09","debit","Restaurants","Discover","",""
"9/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"9/18/2020","SMALLSFORSMALLS.COM 5034874303 NY","SMALLSFORSMALLS.COM 5034874303 NY","33.92","debit","Shopping","Discover","",""
"9/18/2020","BETABRAND 402-935-7733 CA","PAYPAL *BETABRAND 402-935-7733 CA","219.42","debit","Clothing","Discover","",""
"9/18/2020","Dunkin Donuts","DUNKIN #303446 Q35 EASTON MD","52.79","debit","Coffee Shops","Discover","",""
"9/18/2020","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","65.39","debit","Shopping","Choice Checking","",""
"9/18/2020"," INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","189.74","debit","Transfer","Choice Checking","",""
"9/18/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","19.83","debit","Clothing","Discover","",""
"9/18/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1124.58","credit","Credit Card Payment","Discover","",""
"9/17/2020","SCHWAB BANK - TRANSFER","External Withdrawal SCHWAB BANK - TRANSFER","4000.00","debit","Transfer","Choice Checking","",""
"9/17/2020","Bank of America FndTrnsfr 200915","Bank of America FndTrnsfr 200915","196.00","credit","Transfer","Investor Checking","",""
"9/16/2020","McDonald's","MCDONALD'S M7165 OF MD SEABROOK MD","8.05","debit","Fast Food","Discover","",""
"9/16/2020","Venmo Cashout Tran","VENMO CASHOUT ~ Tran: ACHDD","150.00","credit","Income","Investor Checking","",""
"9/16/2020","Electronic Deposit","Electronic Deposit","4000.00","credit","Transfer","Investor Checking","",""
"9/16/2020","Bank of America FndTrnsfr 200914","Bank of America FndTrnsfr 200914","2624.00","credit","Transfer","Investor Checking","",""
"9/15/2020","Giant","GIANT 0326 LANHAM MD01598R","77.79","debit","Groceries","Discover","",""
"9/14/2020","Deposit","Deposit","5000.00","credit","Income","Choice Checking","",""
"9/14/2020","KEHMARI 877-417-4551 DCUS","Point Of Sale Withdrawal SQ *KEHMARI 877-417-4551 DCUS","30.00","debit","Spa & Massage","Choice Checking","",""
"9/13/2020","Shell","SHELL 23652952508 BOWIE MD","60.58","debit","Gas & Fuel","Discover","",""
"9/13/2020","THE SPICE SUITE? WASHINGTON DC0002305843013213","SQ *THE SPICE SUITE? WASHINGTON DC0002305843013213","59.36","debit","Restaurants","Discover","",""
"9/13/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA70445929HETO","25.00","debit","Coffee Shops","Discover","",""
"9/11/2020","Dunkin Donuts","DUNKIN #303446 Q35 EASTON MD","36.22","debit","Coffee Shops","Discover","",""
"9/11/2020","Target","TARGET EASTON MD","41.49","debit","Shopping","Discover","",""
"9/11/2020","Bank of America FndTrnsfr 200910","Bank of America FndTrnsfr 200910","7000.00","credit","Transfer","Investor Checking","",""
"9/10/2020","External Deposit ROBINSON,WALESI - FndTrnsfr","External Deposit ROBINSON,WALESI - FndTrnsfr","20.00","credit","Income","Choice Checking","",""
"9/10/2020","Bank of America FndTrnsfr 200908","Bank of America FndTrnsfr 200908","20.00","credit","Transfer","Investor Checking","",""
"9/09/2020","Giant","GIANT 0326 LANHAM MD00959R","203.54","debit","Groceries","Discover","",""
"9/09/2020","Venmo","External Withdrawal VENMO - PAYMENT","25.00","debit","Transfer","Choice Checking","",""
"9/08/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA74401242GEMQ","25.00","debit","Coffee Shops","Discover","",""
"9/08/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","2000.00","credit","Credit Card Payment","Discover","",""
"9/08/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"9/07/2020","ULTA","ULTA #602 GAMBRILLS MD","23.32","debit","Personal Care","Discover","",""
"9/07/2020","Wine & Spirits","A&A WINE & SPIRITS GAMBRILLS MD","28.32","debit","Alcohol & Bars","Discover","",""
"9/06/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","23.01","debit","Clothing","Discover","",""
"9/06/2020","BREAD SPLITPAY 844-992-7323 NY","BREAD SPLITPAY 844-992-7323 NY","112.35","debit","Food & Dining","Discover","",""
"9/06/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","13.47","debit","Clothing","Discover","",""
"9/05/2020","Olive Garden","OLIVE GARDEN 0021880 EASTON MD","60.68","debit","Restaurants","Discover","",""
"9/05/2020","Spotify","SPOTIFY P112EC68D2 8777781161 NY","14.99","debit","Music","Discover","",""
"9/05/2020","Amazon","AMZN MKTP US*MU80M5N90 AMZN.COM/BILLWA36H4YJETURX","111.10","debit","Shopping","Discover","",""
"9/05/2020","Shell","SHELL 91004200983 EASTON MD","44.98","debit","Gas & Fuel","Discover","",""
"9/05/2020","PRIME VIDEO*MU0ZT8GI2 888-802-3080 WA5YLPOFRSNL5","PRIME VIDEO*MU0ZT8GI2 888-802-3080 WA5YLPOFRSNL5","8.99","debit","Restaurants","Discover","",""
"9/04/2020","Amazon","AMZN MKTP US*MU49R01L2 AMZN.COM/BILLWA6ED439K5YXK","19.07","debit","Shopping","Discover","",""
"9/02/2020","Giant","GIANT 0326 LANHAM MD00207R","155.69","debit","Groceries","Discover","",""
"9/01/2020","Giant","GIANT 0121 CROFTON MD00196R","8.30","debit","Groceries","Discover","",""
"9/01/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","38.13","debit","Pharmacy","Discover","",""
"9/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930245356443","125.55","debit","Auto Insurance","Discover","",""
"9/01/2020","Venmo","External Withdrawal VENMO - PAYMENT","56.00","debit","Transfer","Choice Checking","",""
"8/31/2020","Venmo","External Withdrawal VENMO - PAYMENT","10.00","debit","Transfer","Choice Checking","",""
"8/31/2020","Credit Interest","Credit Interest","0.06","credit","Interest Income","Choice Checking","",""
"8/31/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Investor Checking","",""
"8/31/2020","ATM Fee Rebate","ATM Fee Rebate","3.00","credit","ATM Fee","Investor Checking","",""
"8/30/2020","MATCHBOX SILVER SPRINGMD","MATCHBOX SILVER SPRINGMD","31.89","debit","Restaurants","Discover","",""
"8/30/2020","Shoppers Food","SHOPPERS FOOD/PHARM 7570 CROFTON MD","5.98","debit","Groceries","Discover","",""
"8/30/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA766542185E9N","25.00","debit","Coffee Shops","Discover","",""
"8/29/2020","Starbucks","STARBUCKS 800-782-7282 800-782-7282 WA722375888E9N","25.00","debit","Coffee Shops","Discover","",""
"8/28/2020","PRIME VIDEO*MM28S4IN2 888-802-3080 WAHUKUBLHY0IE","PRIME VIDEO*MM28S4IN2 888-802-3080 WAHUKUBLHY0IE","0.99","debit","Restaurants","Discover","",""
"8/28/2020","SMALLSFORSMALLS.COM 5034874303 NY","SMALLSFORSMALLS.COM 5034874303 NY","36.79","debit","Shopping","Discover","",""
"8/28/2020","Chick-Fil-A","CHICK-FIL-A #02465 EASTON MD","9.00","debit","Fast Food","Discover","",""
"8/28/2020","Walgreens","WALGREENS #9967 EASTON MD","22.87","debit","Pharmacy","Discover","",""
"8/27/2020","Amazon","AMZN MKTP US*MU7VS5LL1 AMZN.COM/BILLWA56QMMQHSPY0","23.31","debit","Shopping","Discover","",""
"8/27/2020","SP * OHZA-DIRECT 6177443394 MA","SP * OHZA-DIRECT 6177443394 MA","64.80","debit","Alcohol & Bars","Discover","",""
"8/26/2020","MEZEH- BOWIE ECOMM BOWIE MD","MEZEH- BOWIE ECOMM BOWIE MD","29.65","debit","Restaurants","Discover","",""
"8/26/2020","Amazon","AMZN MKTP US*MM2FL9510 AMZN.COM/BILLWACQX9WU3EWQ2","8.39","debit","Shopping","Discover","",""
"8/26/2020","Giant","GIANT 0326 LANHAM MD02621R","42.22","debit","Groceries","Discover","",""
"8/25/2020","Venmo","External Withdrawal VENMO - PAYMENT","40.00","debit","Transfer","Choice Checking","",""
"8/24/2020","GLENN DALE CROWN GLENN DALE MD","GLENN DALE CROWN GLENN DALE MD","25.59","debit","Gas & Fuel","Discover","",""
"8/24/2020","TST* FAT BOY S CRAB SHAC GAMBRILLS MD","TST* FAT BOY S CRAB SHAC GAMBRILLS MD","20.54","debit","Restaurants","Discover","",""
"8/24/2020","Giant","GIANT 0326 LANHAM MD02430R","89.97","debit","Groceries","Discover","",""
"8/23/2020","Interest Paid","Interest Paid","0.04","credit","Interest Income","Online Savings Account","",""
"8/23/2020","Target","TARGET GAMBRILLS MD","6.82","debit","Shopping","Discover","",""
"8/23/2020","BREAD SPLITPAY 844-992-7323 NY","BREAD SPLITPAY 844-992-7323 NY","112.35","debit","Food & Dining","Discover","",""
"8/22/2020","Giant","GIANT 0121 CROFTON MD02276R","29.46","debit","Groceries","Discover","",""
"8/22/2020","Waugh Chapel","MISSION BBQ WAUGH CHAPEL GAMBRILLS MD","26.48","debit","Restaurants","Discover","",""
"8/21/2020","PetSmart","WWW.PETSMART.COM 888-839-9638 AZ","23.25","debit","Pet Food & Supplies","Discover","",""
"8/21/2020","Deposit Shared Branch Mobile Deposit SECU MD","Deposit Shared Branch Mobile Deposit SECU MD","25.90","credit","Income","Choice Checking","",""
"8/20/2020","Amazon","AMAZON.COM*MM3A12QL1 AMZN.COM/BILLWA6AD9PCISEWE","16.92","debit","Shopping","Discover","",""
"8/20/2020","Aesthetic Dermatology","AESTHETIC DERMATOLOGY 301-8094321 MD","435.00","debit","Doctor","Discover","",""
"8/20/2020","Amazon","AMAZON.COM*MM2SI58Z1 AMZN.COM/BILLWA5O9I7A6U773","12.91","debit","Shopping","Discover","",""
"8/20/2020","THRIVE CAUSEMETICS 888-804-4318 CA","THRIVE CAUSEMETICS 888-804-4318 CA","43.26","debit","Shopping","Discover","",""
"8/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"8/19/2020","Amazon","AMAZON.COM*MM4OK8EM2 AMZN.COM/BILLWA6XW5SIUWEHV","27.02","debit","Shopping","Discover","",""
"8/19/2020","Amazon","AMZN MKTP US*MM6WY1HD1 AMZN.COM/BILLWA1815RL3NVT8","39.17","debit","Shopping","Discover","",""
"8/19/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1081.99","credit","Credit Card Payment","Discover","",""
"8/19/2020","SP * BEIS TRAVEL 8052332534 CA","SP * BEIS TRAVEL 8052332534 CA","116.15","debit","Clothing","Discover","",""
"8/17/2020","Safeway","SAFEWAY 2713 BOWIE MD","50.10","debit","Groceries","Discover","",""
"8/17/2020","Wegman's","WEGMANS # 40 LANHAM MD","312.75","debit","Groceries","Discover","",""
"8/17/2020","Target","TARGET BOWIE MD","56.07","debit","Shopping","Discover","",""
"8/17/2020","Venmo","External Withdrawal VENMO - PAYMENT","40.00","debit","Transfer","Choice Checking","",""
"8/16/2020","PARKMOBILE 770-818-9036 DC347641953","PARKMOBILE 770-818-9036 DC347641953","6.80","debit","Parking","Discover","",""
"8/16/2020","UA.COM*888-727-6687 MD 888-427-6687 MD","UA.COM*888-727-6687 MD 888-427-6687 MD","36.79","debit","Shopping","Discover","",""
"8/15/2020","ASG LOT 64 VERIDIAN SILVER SPRINGMD","ASG LOT 64 VERIDIAN SILVER SPRINGMD","10.00","debit","Parking","Discover","",""
"8/15/2020","Wegman's","WEGMANS CROFTON #60 GAMBRILLS MD","37.15","debit","Groceries","Discover","",""
"8/14/2020","FH* KEY BRIDGE BOATHOU 8554955551 VA","FH* KEY BRIDGE BOATHOU 8554955551 VA","49.28","debit","Restaurants","Discover","",""
"8/13/2020","Target","TARGET BOWIE MD","57.90","debit","Shopping","Discover","",""
